78;77;19;62;81;54;30
67;11;86;69;31;76;13
63;20;33;62;21;36;22
30;17;84;80;91;66;53
78;10;53;72;42;75;52
12;72;95;14;81;22;80
88;20;58;74;23;34;73
18;75;68;100;76;14;58
36;93;17;98;82;46;95
33;15;41;86;23;34;44
18;37;62;18;95;44;22
69;54;80;60;74;68;28
55;47;69;66;15;76;48
45;62;83;82;25;89;13
71;42;20;83;22;61;83
74;80;26;12;69;80;24
69;56;40;24;19;64;74
11;47;73;99;88;79;71
83;24;81;72;88;33;46
73;76;41;57;97;18;73
21;94;20;62;23;11;44
77;44;43;67;30;57;15
71;91;79;90;28;16;43
56;77;68;56;76;60;35
58;42;57;47;10;86;24
12;11;72;20;95;33;95
16;68;100;18;34;40;57
32;71;52;37;50;85;46
71;11;44;36;56;59;75
12;57;55;11;12;52;39
57;82;44;53;23;17;72
99;13;91;76;15;72;32
40;59;10;63;42;34;28
46;52;42;85;56;78;58
26;99;50;25;46;40;73
13;100;20;57;83;53;69
16;47;32;24;89;73;46
34;51;51;47;65;53;58
31;74;73;35;10;19;93
48;52;20;31;31;27;89
43;50;48;18;70;69;43
69;32;70;45;53;45;64
92;15;90;73;25;21;13
25;38;90;73;81;73;70
53;91;82;31;24;87;88
16;21;59;57;31;67;76
76;46;26;19;47;75;36
59;46;73;90;71;67;80
51;25;18;87;90;95;24
96;49;92;31;70;60;31
61;29;12;59;82;11;25
33;36;52;86;15;96;13
76;33;18;67;72;29;72
50;27;12;25;39;59;19
36;30;81;95;78;30;73
63;43;51;31;58;48;51
93;56;48;93;90;31;83
93;81;40;47;19;92;31
26;64;38;73;12;57;78
28;22;85;57;13;68;29
23;31;61;93;51;92;14
91;73;51;64;69;84;25
44;22;72;10;96;73;100
76;14;64;93;36;55;99
36;70;32;10;35;67;61
59;51;14;88;18;16;36
11;73;50;58;80;14;79
56;27;94;31;96;19;30
32;83;40;85;61;22;82
63;34;86;49;20;68;40
39;40;98;12;10;36;45
71;65;98;57;20;73;31
85;60;56;23;65;43;54
36;83;17;95;61;72;63
22;20;97;99;70;54;41
92;71;91;95;78;24;72
68;29;84;24;89;82;39
45;51;72;13;45;81;99
52;17;19;73;60;77;10
78;25;19;57;92;94;45
52;15;37;97;11;19;29
56;46;70;13;68;85;43
57;33;74;45;32;88;82
43;24;32;89;97;76;10
77;41;90;35;16;19;84
59;63;42;46;81;21;90
83;74;80;82;65;69;83
39;37;29;100;95;89;88
87;95;88;28;35;13;11
12;41;84;77;39;66;63
12;34;91;60;38;23;46
26;32;34;40;86;88;32
17;68;99;58;34;93;78
15;100;55;59;16;93;93
12;71;79;34;20;54;18
29;70;16;45;86;74;49
38;49;41;87;14;98;53
43;80;74;59;44;88;84
49;79;92;34;84;81;22
25;83;30;63;46;30;34
12;23;30;25;28;24;75
19;24;99;84;44;69;48
51;21;48;11;93;27;66
34;89;35;28;37;37;36
76;57;75;80;38;100;13
15;26;40;85;84;41;94
83;50;28;29;55;51;63
38;70;14;51;96;30;85
10;21;31;64;14;91;81
72;46;94;61;58;23;43
88;24;38;59;58;69;98
57;65;33;63;59;36;12
98;75;90;28;87;79;53
91;92;12;14;59;49;56
30;55;39;10;82;75;13
50;89;69;26;11;63;48
59;49;69;33;76;92;22
16;25;91;45;53;46;58
44;29;20;47;98;74;34
45;55;50;12;57;73;70
73;45;43;60;45;22;46
24;44;70;29;18;19;38
89;94;67;75;57;48;56
24;54;31;45;75;43;49
14;24;49;87;99;20;71
19;12;30;58;36;23;40
80;42;100;66;89;71;29
59;62;76;75;95;33;59
23;57;44;20;38;34;23
75;52;74;41;23;100;22
58;79;96;45;19;61;63
18;54;42;17;21;86;93
73;32;57;22;23;35;85
74;62;81;68;23;48;22
16;15;27;81;46;79;49
38;88;70;34;74;77;74
93;42;83;33;19;54;69
74;46;48;82;96;82;32
60;75;63;39;57;72;48
27;44;76;56;22;70;65
33;53;55;56;91;82;97
91;90;98;35;54;81;66
10;28;82;72;24;94;39
86;75;84;43;87;96;10
27;46;93;74;24;36;66
100;28;40;41;45;86;86
96;18;97;13;41;96;44
33;91;91;67;63;28;26
77;40;56;69;87;82;63
42;12;27;44;15;32;82
27;94;29;96;59;22;46
49;32;72;38;97;61;81
59;40;98;45;82;62;97
89;98;77;18;68;71;56
36;84;10;78;64;78;91
55;81;26;63;59;60;75
59;53;85;80;26;36;96
59;47;21;14;26;58;30
59;41;71;27;44;38;23
36;87;73;21;60;97;94
93;92;62;32;32;20;60
100;54;94;47;83;85;37
41;93;34;70;64;61;83
50;16;37;22;26;69;74
75;77;10;83;71;10;89
46;60;27;82;79;85;17
65;40;26;49;90;79;90
62;83;76;53;47;92;94
78;83;15;72;70;57;59
32;32;94;17;42;75;58
71;65;20;32;71;31;34
79;18;89;100;51;71;38
87;48;96;19;17;24;64
98;32;29;57;43;14;10
67;48;78;35;77;20;18
68;88;34;88;71;75;17
58;82;30;24;91;10;28
56;16;42;21;46;60;58
31;79;68;65;28;12;93
51;88;57;50;34;89;81
12;41;57;81;56;20;90
74;17;58;60;88;81;38
45;31;45;50;24;79;36
68;91;97;56;78;45;88
34;85;93;40;64;16;51
90;55;78;22;98;99;12
58;95;70;61;99;36;75
46;73;72;98;14;52;37
58;52;75;58;60;15;25
69;90;90;32;80;12;65
49;13;18;77;47;66;90
83;87;63;11;90;41;94
67;95;41;81;25;27;54
46;56;18;63;23;34;50
60;29;76;51;60;67;25
78;53;59;81;87;74;70
25;97;68;89;88;71;44
23;48;81;32;13;95;37
55;70;53;14;37;88;16
58;84;90;58;18;25;100
94;37;51;98;45;23;95
12;70;75;96;11;21;76
23;14;83;89;48;53;65
96;84;36;25;54;88;53
21;25;72;15;61;61;48
85;84;93;85;54;37;11
29;64;17;28;95;83;65
71;24;63;53;62;43;71
97;26;73;62;99;80;62
99;16;86;33;56;94;39
90;66;80;81;26;100;87
50;13;84;31;51;57;47
73;45;55;52;21;34;30
58;91;34;86;78;82;12
28;51;33;98;79;69;44
22;43;59;26;59;12;60
89;100;97;11;31;93;10
59;96;92;15;52;13;48
75;77;87;70;90;39;54
18;44;50;39;83;35;49
76;10;26;74;71;18;53
46;44;69;63;62;28;39
11;67;53;29;12;55;19
73;54;96;18;34;41;53
64;54;67;60;16;34;42
38;91;86;43;19;87;11
36;49;30;51;93;35;39
27;20;29;90;24;87;87
41;22;17;66;75;57;38
32;16;68;34;73;53;54
19;64;76;18;25;19;71
24;38;34;94;86;83;86
34;36;42;97;30;92;64
28;69;90;96;75;65;80
58;84;69;25;61;48;28
21;76;42;65;69;42;13
45;83;78;19;55;63;75
94;80;94;15;100;54;57
60;49;84;58;90;45;98
72;54;21;76;32;46;19
82;85;60;45;74;18;62
27;82;28;32;23;71;42
64;51;78;69;91;67;73
38;58;20;88;55;46;55
15;22;40;100;87;16;76
39;85;25;32;29;73;46
81;92;16;72;35;47;78
98;93;80;20;44;23;86
27;99;91;14;53;48;11
75;85;19;69;37;74;34
85;84;41;91;65;52;23
60;52;22;76;23;61;59
62;98;85;89;79;27;52
11;100;20;99;27;10;100
49;55;51;21;80;47;96
79;81;78;88;59;92;42
11;96;17;89;19;78;69
69;69;67;55;16;54;50
75;76;53;25;50;47;92
54;74;74;73;69;20;64
14;40;33;25;64;66;50
40;86;90;34;32;55;30
76;63;89;79;92;61;41
21;76;62;44;10;25;65
62;84;77;30;32;46;84
46;34;68;90;27;21;89
81;26;28;23;58;76;87
80;56;91;25;89;58;83
79;12;93;94;81;96;71
81;99;42;38;16;50;32
35;30;62;96;20;20;62
16;18;90;66;80;20;40
97;98;10;16;58;81;65
44;76;49;16;39;29;28
59;97;51;89;15;66;71
45;65;34;40;53;36;99
41;56;68;88;27;48;24
62;54;61;100;43;57;84
95;33;11;83;42;35;65
32;85;29;87;81;67;15
84;79;72;47;91;16;90
18;15;16;74;68;53;100
42;13;12;54;96;52;76
96;85;18;94;44;61;97
23;41;47;61;47;62;11
40;28;76;92;98;33;63
37;14;17;54;60;89;13
48;75;79;37;50;46;69
73;66;11;50;98;43;34
37;38;93;11;25;49;69
56;70;36;16;73;14;39
19;10;65;70;90;82;81
62;12;29;32;25;84;81
44;97;46;83;78;84;21
56;46;48;57;26;11;21
35;51;100;20;29;31;55
90;88;67;27;13;27;57
84;47;87;26;96;46;57
75;10;79;28;12;18;29
92;51;80;74;31;78;59
73;16;15;48;98;73;31
80;84;81;74;69;59;13
84;69;89;50;20;40;28
95;66;34;90;73;55;23
76;36;44;48;42;99;62
20;31;76;70;44;62;86
95;78;44;100;25;27;77
65;91;96;56;52;54;94
51;72;20;18;42;88;51
54;39;91;56;26;93;26
90;10;53;51;59;55;58
33;58;61;56;10;67;31
95;15;56;12;67;25;26
57;69;70;92;43;37;69
75;25;25;41;67;42;23
89;63;53;48;61;94;70
66;24;51;61;86;75;51
50;32;42;45;71;50;81
40;93;78;64;32;55;80
12;31;54;52;30;94;60
30;36;96;13;10;76;72
95;61;41;51;94;59;40
26;17;79;74;12;47;54
87;98;77;67;95;26;67
93;45;67;70;56;20;39
68;96;22;41;99;72;99
50;11;28;30;75;11;60
85;26;96;62;15;86;43
73;86;22;25;97;31;87
82;52;50;18;32;55;37
56;15;29;40;52;14;65
66;66;92;68;70;76;36
16;91;25;26;97;98;22
59;65;47;63;92;35;44
95;98;91;90;37;39;21
87;78;59;76;78;30;55
96;16;44;76;73;39;31
48;70;66;62;97;28;21
25;77;29;74;58;50;10
99;54;76;32;52;51;98
50;32;81;10;43;97;48
89;85;53;29;50;98;64
10;75;83;47;65;51;53
37;40;69;10;53;27;73
98;31;53;61;32;23;39
28;78;53;32;74;95;22
54;58;92;74;76;43;100
80;81;23;70;54;51;40
39;31;74;44;14;95;39
76;85;33;55;98;28;30
44;12;76;95;62;28;79
87;18;49;62;43;74;46
66;70;50;97;29;56;95
70;14;32;10;26;37;72
20;30;33;33;22;44;70
38;72;15;73;46;42;33
23;46;28;90;42;54;81
89;76;88;67;13;53;51
14;32;71;84;33;62;67
65;68;83;15;33;96;26
14;98;68;62;27;58;64
85;74;85;66;96;79;39
15;100;54;61;64;16;53
93;100;74;29;69;33;26
82;97;47;77;85;39;78
14;15;13;54;17;92;81
46;90;53;66;87;77;89
68;44;71;83;81;37;75
64;60;75;30;42;51;41
92;15;15;58;35;65;29
80;10;35;64;97;12;69
11;93;94;58;45;45;59
23;68;79;85;94;38;83
97;73;37;57;90;93;39
76;86;53;12;36;90;18
58;92;49;70;60;53;51
51;41;59;50;55;67;36
14;76;28;61;60;80;12
97;91;50;28;78;61;13
10;50;63;41;73;39;59
80;42;56;11;75;61;91
56;57;55;72;71;43;42
23;81;96;78;23;24;38
86;66;89;50;36;36;59
86;37;91;55;16;97;94
14;27;48;58;64;40;95
60;23;82;81;67;28;24
50;26;100;82;52;17;67
24;82;48;22;80;85;51
47;58;35;25;51;33;42
37;46;40;49;40;90;70
44;13;96;96;32;90;17
77;53;84;21;45;23;24
50;94;11;65;57;93;88
39;55;93;58;91;49;23
25;62;44;32;84;62;28
48;40;21;39;77;77;31
24;85;36;23;90;73;11
57;22;51;80;35;75;12
32;72;47;93;51;96;53
20;55;23;35;27;32;96
23;98;52;83;73;99;97
39;78;59;56;25;75;82
95;54;83;70;32;61;83
35;10;19;58;55;94;96
29;57;58;50;11;17;43
60;26;47;35;44;27;93
28;42;14;26;97;24;45
85;40;57;33;25;59;68
97;84;43;46;42;67;33
65;64;97;85;95;87;87
81;85;51;87;92;39;82
78;77;31;23;22;66;92
42;25;95;64;39;100;54
26;30;39;27;76;14;96
65;80;86;81;65;44;17
21;40;46;66;46;18;38
46;97;96;23;16;30;17
33;98;64;49;41;62;40
20;38;92;87;66;26;98
82;48;11;99;60;90;93
41;85;97;53;95;97;86
63;10;66;62;36;88;14
15;86;82;82;64;93;31
78;32;35;88;29;90;15
33;88;66;14;50;52;93
26;90;24;37;61;34;34
35;17;87;63;81;47;80
21;21;50;65;64;75;64
100;26;79;21;34;58;80
16;71;41;32;57;96;79
35;46;93;53;55;48;16
88;20;76;90;50;37;62
82;49;73;81;47;36;38
64;86;82;99;78;63;31
78;33;78;93;80;71;41
71;97;93;51;10;63;25
61;59;40;87;97;79;29
19;11;25;89;48;20;68
93;67;83;26;51;96;68
26;42;59;72;49;27;82
37;71;60;83;34;27;53
56;48;45;78;22;62;30
18;23;82;19;34;49;60
100;81;86;67;78;71;62
84;72;41;15;40;69;31
73;50;83;10;19;43;75
26;34;24;16;78;43;67
86;42;93;71;35;57;81
29;23;41;36;72;60;33
100;99;67;68;62;93;68
54;79;57;52;33;15;82
95;45;15;70;14;79;22
72;93;80;28;34;18;87
69;90;48;47;98;17;11
31;89;56;47;68;71;10
17;78;25;48;73;56;76
87;52;14;12;81;77;81
40;62;27;69;55;17;35
56;20;91;53;51;76;93
35;22;10;34;63;80;56
37;87;14;48;38;91;22
60;100;24;76;79;91;49
31;60;77;25;39;82;91
47;81;92;80;67;62;85
80;28;79;59;34;84;70
73;70;17;31;10;43;11
56;77;64;46;99;30;77
64;69;69;94;77;86;11
62;56;20;22;96;16;91
86;51;76;50;96;50;91
88;47;42;51;28;79;32
58;77;14;43;50;74;24
24;96;48;71;68;89;54
58;66;24;31;32;73;69
85;18;82;92;73;88;58
85;70;60;24;48;71;16
42;80;80;35;70;55;59
73;78;53;72;18;61;97
32;12;50;65;72;93;15
96;11;81;65;48;35;68
78;48;36;19;41;76;72
47;92;48;17;58;83;52
77;50;72;83;52;33;57
62;58;36;34;17;88;86
91;59;21;18;55;31;22
35;89;36;48;19;17;37
71;59;88;96;99;75;42
73;10;47;38;28;80;100
87;53;27;50;64;69;15
15;14;94;76;41;37;44
19;35;80;18;96;96;60
92;76;27;96;41;60;38
76;65;61;87;92;20;42
37;10;47;35;41;37;35
63;17;60;20;48;18;22
33;78;95;38;58;48;67
77;45;68;84;49;12;98
76;44;26;22;30;49;11
15;56;27;36;56;87;63
76;54;22;83;86;84;80
37;50;30;16;76;63;84
90;85;17;98;27;99;20
42;46;46;66;20;59;33
42;21;65;44;16;47;33
11;69;93;85;91;92;18
66;99;29;64;34;66;52
75;77;15;82;77;27;29
33;88;58;44;53;51;59
19;63;71;48;100;52;76
45;36;83;43;85;56;94
47;83;48;24;12;35;88
29;68;18;32;68;71;68
78;70;29;32;78;71;28
30;68;44;59;69;89;47
90;84;99;83;61;39;69
74;27;31;73;12;21;10
14;42;54;22;48;61;99
28;83;29;53;51;54;31
53;40;42;62;96;41;11
42;32;54;70;66;30;54
74;28;86;81;18;72;76
13;67;84;79;12;72;13
26;76;72;72;31;77;15
43;77;36;49;83;67;89
49;13;26;78;78;67;61
42;86;60;68;32;97;85
91;85;86;75;45;84;87
29;28;61;100;81;67;98
88;99;60;60;63;77;99
34;99;44;78;27;13;50
75;71;49;99;49;58;18
63;38;84;28;69;38;42
86;20;20;92;11;68;38
71;77;12;12;100;20;61
82;48;13;67;11;52;44
62;43;79;83;92;39;84
46;34;19;58;99;86;99
55;31;90;70;35;69;16
89;63;15;98;86;78;80
28;58;37;83;28;39;38
10;15;75;53;82;95;50
42;20;81;91;78;75;54
10;43;86;70;65;80;85
60;37;14;89;33;28;46
94;40;75;86;28;98;57
34;91;27;97;86;18;26
24;41;24;61;42;61;100
33;74;67;65;100;22;44
34;25;71;66;50;80;55
40;85;30;54;30;73;34
82;80;89;64;54;72;50
94;78;56;59;88;92;35
88;70;88;33;86;85;97
84;86;72;66;59;10;62
47;77;97;16;37;15;65
38;18;49;49;88;93;42
23;44;86;81;54;50;38
16;93;90;30;34;87;28
61;35;100;67;34;12;88
40;51;12;66;69;11;70
17;29;19;88;63;75;25
74;87;81;92;63;64;16
27;80;78;89;74;27;57
60;95;15;14;83;65;74
30;15;37;15;45;96;17
67;51;83;81;66;88;93
81;45;75;21;51;34;92
68;27;98;12;78;81;92
60;53;53;40;50;44;71
82;26;31;40;63;29;20
95;38;81;36;32;83;81
10;36;47;88;56;11;22
51;50;22;99;14;72;21
32;61;92;50;38;26;92
74;29;85;67;50;17;71
68;65;12;71;93;11;42
16;42;23;40;37;23;68
60;44;63;73;61;24;27
39;70;48;16;75;14;46
32;73;12;58;78;21;64
82;88;53;58;39;27;66
75;84;45;11;40;78;66
95;10;70;17;75;57;31
68;27;88;34;65;28;32
46;82;60;14;64;78;39
34;71;97;50;35;36;59
18;12;93;67;64;83;93
46;95;26;38;46;52;60
74;32;98;55;80;99;77
65;62;30;73;11;18;47
78;74;27;28;39;93;45
98;26;87;88;88;91;74
95;97;51;54;13;38;28
65;81;52;71;72;46;96
50;96;83;44;72;68;95
22;59;85;42;92;70;26
47;80;23;96;23;94;70
99;45;37;20;87;79;43
74;85;63;27;61;19;37
46;51;35;90;35;15;29
91;56;39;65;13;55;100
61;70;85;75;18;69;40
40;81;12;43;95;64;44
100;92;41;57;49;71;76
96;52;19;60;54;60;30
100;50;52;34;53;36;67
59;43;100;37;16;33;78
74;93;67;18;67;100;95
94;20;79;20;96;41;83
88;55;40;52;96;43;55
36;42;80;97;56;10;82
96;55;80;26;95;82;83
41;50;59;53;30;22;69
44;40;75;78;33;33;47
74;92;43;87;42;94;93
96;11;69;95;36;82;10
19;94;29;28;69;67;72
82;78;79;94;54;20;26
24;64;78;67;44;25;82
40;90;18;38;28;57;91
90;84;100;64;63;71;32
71;60;81;52;59;79;50
43;34;84;96;80;41;96
27;25;45;73;10;72;18
64;24;77;53;67;100;86
49;52;27;75;90;89;16
12;42;99;76;36;76;26
100;58;29;59;84;27;19
83;11;32;92;29;37;48
77;20;49;97;63;95;20
36;68;71;51;48;23;77
26;42;14;28;63;23;81
54;26;87;27;75;90;19
44;77;74;36;51;37;20
26;17;87;27;35;25;26
57;48;64;93;25;61;91
16;13;53;14;49;74;38
31;60;55;61;10;86;31
97;33;34;70;35;86;68
81;27;70;68;76;96;18
65;58;48;80;39;76;58
18;30;38;66;89;95;52
16;26;100;27;66;10;48
25;11;94;85;28;18;97
29;44;99;80;31;91;55
59;41;78;58;30;28;13
63;54;24;61;100;73;24
45;52;60;13;48;97;86
25;26;37;16;88;89;85
53;45;93;18;20;99;44
65;39;97;21;60;60;53
16;54;60;57;56;39;78
81;34;41;75;80;58;94
68;40;86;74;27;89;44
67;35;81;35;53;75;13
67;52;17;44;88;13;59
75;94;98;34;15;47;65
95;83;75;83;52;93;59
22;34;46;41;33;18;10
51;95;64;89;25;73;58
71;25;33;67;35;60;41
59;72;100;87;97;93;40
93;62;97;13;86;37;77
61;77;23;41;80;91;11
32;60;42;24;32;87;14
96;72;22;21;83;15;33
41;20;77;48;78;20;59
50;79;39;64;38;46;38
99;97;17;37;50;94;85
90;79;22;69;37;19;65
10;57;33;59;77;24;16
10;50;100;70;84;85;96
67;44;50;88;80;49;94
89;98;13;50;13;27;65
46;95;13;68;67;13;12
20;85;62;37;68;15;78
45;66;20;32;95;80;98
10;48;79;90;28;22;90
35;12;62;95;18;34;86
78;86;95;92;18;31;30
10;82;73;63;99;32;20
34;10;22;79;40;41;78
69;59;42;24;14;69;43
73;21;87;40;61;33;49
69;25;46;75;43;93;80
44;50;55;47;36;15;56
49;54;10;53;41;82;91
71;63;72;34;93;42;52
11;22;83;33;39;42;87
70;81;83;58;99;37;37
92;45;71;89;60;35;22
70;49;27;45;50;44;75
27;47;50;61;24;44;81
63;18;82;14;75;98;36
80;74;20;26;84;57;14
80;36;34;30;51;54;60
28;36;13;16;27;28;84
69;13;25;34;90;51;15
51;34;56;89;28;35;66
64;31;90;35;61;16;17
96;61;86;69;58;49;93
48;97;95;28;75;69;68
64;12;76;77;62;49;44
40;81;34;76;48;14;32
94;69;54;91;98;49;57
37;50;41;40;62;57;14
70;43;83;93;58;57;15
75;73;61;43;19;66;23
41;10;56;22;11;76;88
88;39;39;69;17;77;68
58;100;91;15;26;57;35
17;86;80;55;60;75;100
38;12;23;88;37;64;20
22;58;30;64;17;49;25
32;25;84;12;94;42;38
70;34;40;55;91;37;20
59;37;42;79;75;74;13
31;76;31;24;76;67;27
35;26;87;71;28;22;40
56;16;91;41;20;94;31
47;53;73;41;81;81;25
64;11;49;31;61;68;54
20;54;42;21;70;65;48
58;72;41;98;45;42;89
70;29;88;57;88;46;42
54;15;31;61;31;63;36
15;66;70;78;17;98;35
72;22;30;98;51;45;76
63;86;95;45;32;83;74
61;83;86;54;14;29;71
60;94;63;55;60;82;97
10;31;11;87;78;65;71
68;94;30;76;87;35;18
15;24;28;25;35;95;41
88;22;79;20;86;24;43
25;91;34;29;75;91;56
74;27;74;60;56;67;55
41;16;54;82;26;38;99
91;37;44;69;74;98;70
39;62;97;45;62;52;73
51;30;67;55;48;27;21
99;95;94;16;57;19;33
31;71;79;78;56;99;20
75;75;86;54;21;80;20
26;40;88;47;88;45;22
44;84;92;27;36;12;70
29;59;28;25;77;75;55
82;60;68;21;92;90;60
50;25;97;22;65;46;90
71;28;91;68;21;31;30
40;20;74;53;95;13;80
89;51;71;86;77;86;74
42;36;21;25;39;26;99
76;55;34;64;43;53;16
20;34;71;22;51;49;54
75;84;78;58;85;61;25
34;81;82;61;71;21;18
76;15;51;34;70;27;24
42;81;28;60;41;84;31
31;84;46;46;16;11;72
77;23;52;58;34;58;39
45;54;48;29;85;73;81
87;17;34;85;80;65;22
80;27;95;41;32;39;14
29;58;62;30;51;42;83
36;70;90;72;94;85;89
72;89;18;16;87;62;41
23;41;64;14;37;62;29
86;77;11;88;39;52;17
30;94;64;68;70;89;74
48;74;64;50;96;49;76
67;75;31;22;57;20;83
71;70;55;91;61;41;61
86;53;35;85;15;65;71
81;85;94;78;22;30;68
70;63;27;36;59;46;95
60;30;56;25;71;22;33
29;25;89;18;40;19;73
89;35;69;75;44;92;30
75;82;58;22;37;16;49
20;14;81;32;50;62;26
23;17;51;33;48;34;72
64;98;67;30;51;66;51
65;26;92;84;52;57;63
50;88;56;21;89;31;13
33;78;49;50;19;90;85
99;12;48;87;21;87;97
10;85;51;44;44;97;37
67;40;70;53;44;26;81
21;27;98;92;74;40;100
88;90;59;16;49;38;28
90;84;79;66;29;87;26
59;65;15;65;44;97;14
56;22;47;92;17;44;27
23;54;88;79;13;88;99
56;32;23;84;85;16;44
15;23;91;37;80;76;85
65;76;29;54;28;75;21
45;91;85;55;41;49;88
95;86;76;89;30;48;93
11;97;91;53;76;36;100
91;59;41;29;64;17;32
17;97;63;49;48;62;49
51;21;78;81;31;88;98
79;38;19;56;33;90;38
